brand,year,mileage,fuel_type,transmission,engine_size,horsepower,price
Honda,2013,213123.0,Diesel,Automatic,2.7,206.0,3500
Kia,2019,17154.0,Diesel,Automatic,4.9,,36136
Honda,2024,15696.0,Petrol,Manual,5.0,308.0,37199
Mercedes-Benz,2019,121532.0,Petrol,Automatic,4.7,389.0,52658
Hyundai,2021,72220.0,Petrol,Manual,2.2,212.0,15109
Audi,2019,49983.0,Hybrid,Automatic,4.4,340.0,51737
Kia,2011,173939.0,Petrol,Manual,2.4,209.0,3500
Hyundai,2015,107970.0,Hybrid,Manual,1.4,156.0,6521
Volkswagen,2021,60193.0,Petrol,Manual,1.5,144.0,14465
Audi,2018,78600.0,Diesel,Automatic,3.7,352.0,43354
Honda,2015,111928.0,Petrol,Automatic,3.6,304.0,15226
Volkswagen,2022,75000.0,Petrol,Automatic,2.7,241.0,30112
Toyota,2015,79190.0,Hybrid,Automatic,3.2,293.0,20770
Audi,2017,94056.0,Petrol,Manual,3.8,341.0,42506
Volkswagen,2012,221269.0,Petrol,Automatic,3.6,324.0,9325
Toyota,2023,9922.0,Hybrid,Automatic,2.0,193.0,32662
Audi,2018,89578.0,Petrol,Manual,1.9,153.0,31069
Ford,2023,33941.0,Petrol,Automatic,2.6,236.0,28940
Kia,2023,22849.0,Hybrid,Automatic,3.2,173.0,26414
Mercedes-Benz,2015,140702.0,Petrol,Automatic,2.1,178.0,24580
Honda,2015,56298.0,Diesel,Automatic,2.3,173.0,11177
Toyota,2011,161512.0,Electric,Automatic,0.0,247.0,7195
Ford,2017,73333.0,Hybrid,Manual,,205.0,13608
Mercedes-Benz,2015,162180.0,Electric,Automatic,0.0,241.0,30040
Kia,2017,88713.0,Hybrid,Automatic,4.7,404.0,27834
Volkswagen,2018,110616.0,Diesel,Automatic,3.7,367.0,24121
Audi,2019,94484.0,Petrol,Automatic,3.9,,44065
Chevrolet,2018,192342.0,Petrol,Automatic,3.9,269.0,15686
Mercedes-Benz,2014,209266.0,Electric,Automatic,0.0,205.0,25780
Volkswagen,2019,157035.0,Petrol,Automatic,4.1,311.0,24099
Nissan,2018,122436.0,Diesel,Manual,1.6,161.0,7431
Toyota,2017,76344.0,Petrol,Automatic,4.2,397.0,27512
BMW,2023,22420.0,Diesel,Automatic,1.9,160.0,47468
Honda,2012,157231.0,Hybrid,Automatic,3.2,214.0,7751
Chevrolet,2017,149380.0,Electric,Automatic,0.0,295.0,18394
Volkswagen,2013,219039.0,Electric,Automatic,0.0,366.0,16383
Hyundai,2021,77037.0,Petrol,Manual,2.8,234.0,19116
Kia,2021,92487.0,Petrol,Automatic,4.2,319.0,25317
Chevrolet,2016,79058.0,Diesel,Automatic,2.2,219.0,10047
Ford,2011,196735.0,Electric,Automatic,0.0,301.0,7408
Ford,2012,132568.0,Diesel,Manual,4.7,363.0,11254
Ford,2014,218602.0,Diesel,Manual,3.5,282.0,9126
BMW,2013,193197.0,Petrol,Automatic,3.5,274.0,22461
BMW,2018,87040.0,Electric,Automatic,0.0,292.0,44216
Audi,2019,40841.0,Petrol,Automatic,1.2,158.0,32290
Tesla,2014,136009.0,Petrol,Automatic,1.7,188.0,27948
Ford,2014,191014.0,Hybrid,Manual,1.8,191.0,3543
Audi,2013,173618.0,Petrol,Automatic,1.2,119.0,13342
BMW,2014,175464.0,Petrol,Manual,1.5,161.0,9980
Kia,2015,217039.0,Petrol,Automatic,4.5,,16356
Toyota,2021,101093.0,,Automatic,2.9,294.0,23892
Tesla,2019,105373.0,Petrol,Manual,3.4,335.0,50753
Ford,2015,57255.0,Petrol,Manual,2.7,241.0,14042
Audi,2011,130812.0,Petrol,Manual,3.7,273.0,21528
Chevrolet,2024,40421.0,Hybrid,Automatic,4.3,366.0,43710
Honda,2019,77463.0,Diesel,Automatic,2.7,277.0,20921
Audi,2020,103124.0,Hybrid,Automatic,4.6,280.0,51333
Hyundai,2014,176145.0,Hybrid,Automatic,2.8,265.0,8726
Toyota,2012,142779.0,Hybrid,Manual,4.5,368.0,16995
Nissan,2017,129382.0,Hybrid,Automatic,2.4,222.0,16440
Honda,2024,18546.0,Petrol,Manual,2.0,207.0,26245
Hyundai,2020,44086.0,Diesel,Automatic,4.8,381.0,42312
Mercedes-Benz,2020,96018.0,Petrol,Automatic,,297.0,45588
BMW,2018,57775.0,Electric,Automatic,0.0,306.0,42019
Kia,2015,121178.0,Petrol,Manual,3.2,263.0,10314
Toyota,2014,168122.0,Petrol,Manual,2.2,225.0,3901
Nissan,2019,92120.0,Electric,Automatic,0.0,369.0,31545
Kia,2017,210378.0,Petrol,Automatic,2.1,216.0,5294
Honda,2018,34241.0,Petrol,Automatic,,251.0,18058
Tesla,2017,90416.0,Diesel,Automatic,2.9,278.0,45014
Nissan,2022,32412.0,Petrol,Automatic,3.6,273.0,31229
Audi,2014,148849.0,Petrol,Automatic,2.1,213.0,24936
BMW,2022,59176.0,Diesel,Automatic,1.3,131.0,38403
Hyundai,2024,10079.0,Petrol,Automatic,2.0,152.0,21703
Honda,2012,265500.0,Petrol,Automatic,2.6,232.0,3500
BMW,2021,40467.0,Electric,Automatic,0.0,213.0,41484
Nissan,2024,34975.0,,Manual,3.7,290.0,26001
Kia,2015,110973.0,Petrol,Manual,1.8,186.0,3500
Honda,2016,180831.0,Diesel,Automatic,4.5,358.0,23802
Nissan,2023,48242.0,Petrol,Automatic,2.2,200.0,25214
Mercedes-Benz,2014,216263.0,Hybrid,Manual,4.7,321.0,34713
Honda,2012,162694.0,Electric,Automatic,0.0,220.0,10559
Toyota,2014,106051.0,Petrol,Automatic,3.0,284.0,11787
Ford,2019,79230.0,Petrol,Automatic,1.8,158.0,13682
BMW,2024,2500.0,Electric,Automatic,0.0,416.0,66755
Kia,2012,125472.0,Petrol,Manual,1.5,146.0,3500
Mercedes-Benz,2017,113005.0,Petrol,Automatic,1.6,146.0,30631
Audi,2012,138521.0,Petrol,Manual,1.6,151.0,10522
Toyota,2019,23291.0,Petrol,Manual,1.3,159.0,19520
Volkswagen,2024,7095.0,Petrol,Manual,2.3,174.0,34249
Kia,2015,237435.0,Petrol,Automatic,2.4,254.0,3500
Toyota,2017,,Petrol,Manual,3.4,289.0,16055
Mercedes-Benz,2018,33720.0,Diesel,Manual,2.8,267.0,40428
BMW,2015,149995.0,Electric,Automatic,0.0,381.0,41647
Tesla,2023,31170.0,Diesel,Manual,3.6,281.0,62131
Audi,2016,108920.0,Hybrid,Automatic,4.0,316.0,41645
Tesla,2014,185494.0,Petrol,Manual,3.9,279.0,30031
Tesla,2022,24737.0,Hybrid,Manual,4.8,354.0,63447
Nissan,2013,240248.0,Diesel,Manual,4.2,341.0,7800
Nissan,2016,104045.0,Diesel,Automatic,1.7,181.0,4960
Toyota,2013,106370.0,Diesel,Manual,2.1,227.0,3849
Ford,2018,80297.0,Diesel,Manual,1.7,194.0,9422
Honda,2014,123238.0,Petrol,Automatic,3.5,342.0,17960
Mercedes-Benz,2018,153825.0,Petrol,Automatic,1.4,167.0,27483
Ford,2015,134306.0,,Automatic,3.0,262.0,10868
Chevrolet,2015,127854.0,Diesel,Automatic,4.2,322.0,17241
Toyota,2018,87570.0,Diesel,Automatic,4.6,466.0,37697
Honda,2018,87894.0,Petrol,Automatic,4.4,296.0,22517
Nissan,2011,148028.0,Petrol,Automatic,2.0,202.0,3500
Chevrolet,2014,138844.0,Diesel,Automatic,2.9,268.0,13585
Kia,2017,102527.0,Petrol,Automatic,2.1,181.0,3500
Kia,2011,101539.0,Petrol,Automatic,2.8,206.0,3500
Kia,2022,50209.0,Diesel,Automatic,4.9,377.0,39086
Volkswagen,2020,65464.0,Diesel,Automatic,4.2,435.0,38130
Hyundai,2012,157368.0,Hybrid,Automatic,4.3,357.0,15090
Kia,2013,236314.0,Petrol,Manual,4.2,,3500
Hyundai,2013,,Petrol,Automatic,1.8,165.0,3500
Audi,2018,113107.0,Petrol,Automatic,1.3,136.0,25512
Kia,2015,97534.0,Petrol,Manual,4.5,399.0,20435
Kia,2024,24849.0,Petrol,Automatic,4.1,278.0,43760
Tesla,2020,120013.0,Hybrid,Automatic,2.9,252.0,45795
Ford,2011,144989.0,Petrol,Automatic,2.4,200.0,3500
Kia,2011,90205.0,Petrol,Automatic,4.8,395.0,16687
Audi,2022,58061.0,Diesel,Automatic,2.7,268.0,46615
Kia,2023,36341.0,Petrol,Manual,2.6,171.0,21303
Chevrolet,2015,106268.0,Diesel,Manual,4.6,375.0,27009
Volkswagen,2019,60361.0,Petrol,Manual,1.3,168.0,9888
Hyundai,2019,157436.0,Diesel,Automatic,2.9,267.0,16792
Hyundai,2012,187861.0,Diesel,Manual,4.8,369.0,9413
Nissan,2022,,Petrol,Automatic,4.7,386.0,41155
Volkswagen,2018,125298.0,Diesel,Manual,1.8,189.0,10794
Hyundai,2023,56285.0,Petrol,Automatic,1.3,170.0,20720
Chevrolet,2011,104170.0,Diesel,Automatic,1.5,,3500
Mercedes-Benz,2023,28126.0,Diesel,Automatic,1.7,202.0,49720
Hyundai,2020,112563.0,Electric,Manual,0.0,197.0,15924
Chevrolet,2020,86627.0,Electric,Automatic,0.0,251.0,24459
Kia,2017,68825.0,Petrol,Manual,3.0,214.0,16389
Kia,2013,124119.0,Electric,Manual,0.0,294.0,14005
Honda,2022,69203.0,Electric,Manual,0.0,283.0,29705
Honda,2021,86581.0,Diesel,Automatic,2.4,195.0,23416
Volkswagen,2021,75517.0,Hybrid,Automatic,1.1,132.0,19193
Mercedes-Benz,2016,47936.0,Hybrid,Manual,2.5,234.0,37821
Chevrolet,2021,66995.0,Diesel,Manual,1.0,131.0,11557
Hyundai,2014,90583.0,Diesel,Manual,1.7,177.0,4906
Nissan,2023,63853.0,Hybrid,Manual,3.3,231.0,30618
BMW,2015,59596.0,Petrol,Manual,4.5,336.0,36004
Mercedes-Benz,2017,126261.0,Diesel,Manual,4.4,233.0,34462
Hyundai,2015,165526.0,Petrol,Automatic,1.2,134.0,3500
Hyundai,2024,17718.0,Petrol,Manual,1.7,164.0,23178
Chevrolet,2014,100273.0,Diesel,Manual,3.0,236.0,10957
Mercedes-Benz,2024,42748.0,Diesel,Automatic,4.2,269.0,58177
Hyundai,2012,83788.0,Petrol,Automatic,3.1,283.0,8554
Toyota,2016,116591.0,Diesel,Automatic,4.4,354.0,22370
Nissan,2017,114518.0,Petrol,Automatic,2.6,275.0,14031
Nissan,2018,112711.0,Hybrid,Manual,1.5,160.0,9853
Chevrolet,2014,206767.0,Petrol,Automatic,4.1,385.0,10924
Chevrolet,2020,52596.0,Petrol,Automatic,4.1,261.0,25630
Honda,2012,211248.0,Diesel,Automatic,1.6,202.0,3500
Kia,2017,68545.0,Petrol,Manual,4.9,371.0,21668
Mercedes-Benz,2020,52480.0,Petrol,Automatic,2.0,177.0,39477
BMW,2020,58199.0,Electric,Manual,0.0,292.0,45567
Chevrolet,2021,55912.0,Petrol,Automatic,3.3,294.0,35069
Mercedes-Benz,2022,40417.0,Petrol,Automatic,1.3,163.0,41698
Chevrolet,2022,50375.0,Electric,Automatic,0.0,324.0,36955
Hyundai,2023,47200.0,Petrol,Automatic,3.9,330.0,32209
Hyundai,2013,60663.0,Petrol,Automatic,3.5,268.0,9341
Kia,2015,210538.0,Hybrid,Manual,1.4,146.0,3500
Kia,2017,78721.0,Petrol,Manual,1.5,183.0,9699
Tesla,2024,,Diesel,Automatic,1.4,140.0,51379
Honda,2017,168487.0,Petrol,Manual,3.6,265.0,13233
Chevrolet,2014,146796.0,Petrol,Manual,2.9,220.0,4914
Hyundai,2014,118422.0,Petrol,Automatic,4.4,370.0,20518
BMW,2023,,Petrol,Automatic,1.6,157.0,42130
Mercedes-Benz,2019,63884.0,Petrol,Automatic,2.4,235.0,39756
Toyota,2020,81114.0,Petrol,Manual,1.5,173.0,18985
Nissan,2024,18563.0,Petrol,Manual,2.8,275.0,25335
Mercedes-Benz,2021,83392.0,Hybrid,Automatic,3.7,305.0,54646
Mercedes-Benz,2024,44640.0,Diesel,Manual,2.5,220.0,49975
Mercedes-Benz,2013,136735.0,Petrol,Automatic,2.0,213.0,26354
Volkswagen,2015,126162.0,Diesel,Automatic,1.6,,5474
Nissan,2011,144376.0,Petrol,Automatic,2.0,237.0,3500
Honda,2015,78326.0,Petrol,Automatic,4.0,343.0,21877
Tesla,2013,105975.0,Petrol,Automatic,2.1,218.0,26116
BMW,2023,4104.0,Petrol,Manual,3.1,221.0,43410
Mercedes-Benz,2016,116821.0,Electric,Manual,0.0,367.0,40930
Nissan,2018,131569.0,Diesel,Manual,3.6,255.0,14554
Ford,2016,63707.0,Petrol,Automatic,1.0,125.0,3863
Nissan,2020,107515.0,Petrol,Automatic,4.7,428.0,32125
Kia,2021,76673.0,Petrol,Automatic,3.0,261.0,24952
Hyundai,2013,113779.0,Petrol,Automatic,4.4,347.0,12440
Ford,2017,150688.0,Hybrid,Automatic,2.6,214.0,14643
Hyundai,2020,98065.0,Diesel,Automatic,2.7,234.0,22164
Volkswagen,2018,105448.0,Hybrid,Manual,3.7,322.0,25155
Chevrolet,2016,108219.0,Hybrid,Automatic,3.4,247.0,20010
Kia,2022,43136.0,Petrol,Manual,1.5,148.0,16686
Kia,2017,97674.0,Petrol,Manual,1.6,163.0,10758
BMW,2021,75648.0,Hybrid,Manual,1.3,163.0,34484
Audi,2014,168489.0,Diesel,Automatic,2.1,206.0,20044
BMW,2014,226081.0,Diesel,Automatic,2.7,194.0,17919
Ford,2018,118975.0,Petrol,Automatic,2.6,312.0,23147
BMW,2015,115188.0,Hybrid,Automatic,1.4,181.0,24567
Mercedes-Benz,2017,103783.0,Petrol,Automatic,2.9,208.0,32287
Kia,2017,56447.0,Petrol,Manual,4.5,271.0,23027
Hyundai,2020,91633.0,Petrol,Manual,2.9,246.0,18413
BMW,2021,70267.0,Diesel,Automatic,2.6,231.0,43935
Hyundai,2015,127364.0,Petrol,Automatic,3.9,287.0,11420
Ford,2014,139402.0,Diesel,Manual,2.5,276.0,4942
BMW,2011,131949.0,Diesel,Automatic,3.1,288.0,23323
Tesla,2020,35817.0,Petrol,Automatic,2.0,170.0,42213
Audi,2014,77235.0,Petrol,Automatic,1.6,172.0,20146
BMW,2011,175654.0,Petrol,Manual,1.1,129.0,3922
Kia,2023,22527.0,Diesel,Automatic,2.9,203.0,27797
Nissan,2014,137865.0,Petrol,Manual,2.2,185.0,3500
Ford,2012,85328.0,Petrol,Automatic,3.8,249.0,6703
Chevrolet,2017,110826.0,Petrol,Automatic,1.9,176.0,7981
Tesla,2017,155813.0,Hybrid,Automatic,3.8,298.0,43131
Chevrolet,2021,88131.0,Petrol,Manual,3.0,276.0,22060
BMW,2022,75107.0,Hybrid,Automatic,3.5,368.0,53236
Audi,2011,119207.0,Petrol,Automatic,1.2,149.0,13491
Nissan,2013,142425.0,Electric,Automatic,0.0,373.0,17843
Mercedes-Benz,2014,171335.0,Electric,Manual,0.0,387.0,40511
Volkswagen,2016,92243.0,Diesel,Manual,4.3,318.0,17952
Audi,2011,127863.0,Petrol,Manual,2.2,200.0,20079
Toyota,2016,82450.0,Petrol,Automatic,2.2,233.0,9590
Tesla,2014,90063.0,Diesel,Manual,2.4,234.0,36079
BMW,2011,141220.0,Electric,Automatic,0.0,318.0,26462
Nissan,2016,93670.0,Hybrid,Manual,2.5,149.0,8416
Tesla,2022,35551.0,Hybrid,Automatic,2.2,211.0,51313
Volkswagen,2013,67611.0,Petrol,Automatic,4.3,375.0,20912
Toyota,2012,211551.0,Electric,Automatic,0.0,287.0,5847
Audi,2015,41448.0,Diesel,Automatic,3.2,276.0,38742
Audi,2024,40829.0,Petrol,Manual,1.9,158.0,39713
Volkswagen,2014,193108.0,Hybrid,Automatic,3.3,246.0,8891
Toyota,2023,23956.0,Diesel,Automatic,2.1,219.0,33360
Honda,2011,113554.0,Petrol,Manual,3.4,307.0,4103
Audi,2012,254030.0,Petrol,Automatic,3.9,220.0,12865
Volkswagen,2019,61397.0,Hybrid,Manual,1.7,195.0,20543
Chevrolet,2018,112552.0,Diesel,Automatic,1.0,120.0,6850
Kia,2018,82632.0,Electric,Automatic,0.0,367.0,27796
Honda,2023,39630.0,Electric,Automatic,0.0,390.0,44608
Kia,2013,147735.0,Petrol,Automatic,1.7,177.0,3500
Kia,2012,181350.0,Diesel,Manual,4.9,390.0,12105
Tesla,2011,104708.0,Petrol,Manual,1.4,142.0,23065
Nissan,2017,89499.0,Petrol,Manual,1.8,199.0,10088
Ford,2016,149820.0,Hybrid,Automatic,1.7,206.0,10053
Chevrolet,2015,121376.0,Petrol,Manual,2.8,233.0,10988
Kia,2022,47517.0,Diesel,Manual,2.0,173.0,16324
BMW,2016,136053.0,Petrol,Manual,3.6,270.0,20876
Ford,2011,129100.0,,Automatic,4.7,443.0,14438
Volkswagen,2023,18541.0,Petrol,Automatic,3.3,298.0,38478
Ford,2015,206063.0,Electric,Manual,0.0,213.0,3500
Volkswagen,2015,162531.0,Diesel,Manual,2.8,312.0,13325
Ford,2024,3006.0,Petrol,Manual,1.4,178.0,23059
Honda,2011,196973.0,Diesel,Automatic,2.2,180.0,3500
Ford,2019,112077.0,Petrol,Automatic,1.2,148.0,11915
Nissan,2019,60115.0,Hybrid,Manual,1.6,173.0,12934
Honda,2015,71498.0,Hybrid,Automatic,2.0,185.0,15158
Kia,2020,108909.0,Hybrid,Manual,2.4,198.0,18926
BMW,2011,201831.0,Hybrid,Automatic,3.7,340.0,26028
Tesla,2020,75555.0,Electric,Automatic,0.0,206.0,47656
BMW,2020,85902.0,Petrol,Manual,4.6,345.0,46795
Toyota,2022,67840.0,Petrol,Manual,5.0,367.0,34085
Ford,2014,82699.0,Hybrid,Manual,,373.0,19482
Ford,2014,159530.0,Hybrid,Manual,1.8,191.0,3500
Nissan,2024,27336.0,Diesel,Automatic,2.6,256.0,35205
Audi,2020,106845.0,Petrol,Automatic,1.6,161.0,32826
Nissan,2014,111359.0,,Manual,4.1,281.0,18778
BMW,2011,196609.0,Electric,Manual,0.0,467.0,30287
Toyota,2011,134894.0,Electric,Automatic,0.0,260.0,11796
Toyota,2016,139106.0,Diesel,Automatic,2.7,277.0,13890
Toyota,2024,,Petrol,Manual,4.2,365.0,42440
Hyundai,2022,92751.0,Petrol,Automatic,2.8,244.0,20973
Chevrolet,2024,47697.0,Diesel,Manual,3.6,305.0,32698
Toyota,2012,178078.0,Hybrid,Manual,4.2,339.0,7928
BMW,2019,76639.0,Petrol,Automatic,1.8,191.0,32682
Audi,2019,90697.0,Electric,Manual,0.0,309.0,43943
Ford,2023,56722.0,Electric,Manual,0.0,318.0,35862
Volkswagen,2014,182174.0,Petrol,Automatic,2.0,233.0,5455
Volkswagen,2013,148639.0,Diesel,Manual,3.5,274.0,12919
Mercedes-Benz,2012,89214.0,Diesel,Automatic,2.3,241.0,25678
Mercedes-Benz,2013,110746.0,Diesel,Automatic,2.0,179.0,25816
Chevrolet,2015,181892.0,Petrol,Automatic,4.2,248.0,10539
BMW,2022,37949.0,Hybrid,Manual,3.4,221.0,46785
Toyota,2019,39799.0,,Automatic,2.2,239.0,26923
Volkswagen,2015,134386.0,Petrol,Manual,1.7,172.0,3500
BMW,2020,68967.0,Petrol,Automatic,2.5,183.0,37094
Tesla,2020,82937.0,Petrol,Manual,4.5,364.0,51939
Volkswagen,2015,139891.0,Petrol,Automatic,3.7,234.0,12243
Tesla,2015,139431.0,Hybrid,Automatic,4.8,329.0,50719
BMW,2016,103339.0,Hybrid,Automatic,1.0,120.0,24610
Hyundai,2019,72801.0,Diesel,Automatic,1.3,146.0,11044
Toyota,2011,120939.0,Diesel,Automatic,3.8,342.0,12627
Mercedes-Benz,2019,53033.0,Petrol,Automatic,4.3,426.0,54240
Audi,2019,87554.0,Diesel,Manual,3.4,310.0,44378
Hyundai,2016,87483.0,Petrol,Automatic,1.3,135.0,3500
Mercedes-Benz,2011,163909.0,Diesel,Automatic,4.2,348.0,29989
Chevrolet,2017,74977.0,Petrol,Automatic,2.8,268.0,19633
Kia,2023,36084.0,Hybrid,Manual,4.0,338.0,38180
Toyota,2013,82311.0,Diesel,Manual,4.6,373.0,14919
Kia,2016,66844.0,Diesel,Automatic,4.6,385.0,31664
Volkswagen,2023,38453.0,Petrol,Manual,3.3,,32386
Chevrolet,2021,34747.0,Electric,Automatic,0.0,342.0,40817
Hyundai,2012,207206.0,Electric,Automatic,0.0,259.0,3500
Chevrolet,2021,82168.0,Diesel,Automatic,4.6,276.0,29172
Volkswagen,2018,111833.0,Electric,Automatic,0.0,376.0,35424
Honda,2012,145248.0,Petrol,Automatic,1.3,161.0,3500
Nissan,2020,59610.0,Petrol,Automatic,2.2,214.0,20130
Nissan,2013,173272.0,Electric,Automatic,0.0,351.0,10885
Toyota,2019,56102.0,Hybrid,Automatic,3.7,336.0,38027
Toyota,2024,50385.0,Petrol,Automatic,4.0,319.0,39302
Kia,2017,46566.0,Petrol,Manual,1.3,156.0,11907
Volkswagen,2019,35515.0,Petrol,Automatic,4.2,330.0,35060
BMW,2011,297400.0,Hybrid,Automatic,3.9,341.0,16617
Honda,2023,24372.0,Petrol,Automatic,4.5,368.0,43307
Honda,2020,78462.0,Petrol,Manual,4.1,324.0,28202
Audi,2016,104359.0,Petrol,Automatic,4.0,331.0,40247
Nissan,2022,23851.0,Petrol,Automatic,3.1,251.0,29592
Tesla,2022,23554.0,Petrol,Manual,2.4,208.0,44832
Honda,2013,131774.0,Petrol,Manual,3.7,373.0,18294
Volkswagen,2015,46992.0,Petrol,Automatic,3.2,246.0,20151
Toyota,2013,178417.0,Petrol,Manual,2.1,223.0,3500
Volkswagen,2014,129363.0,Petrol,Automatic,5.0,297.0,15130
Tesla,2022,,Diesel,Automatic,3.2,268.0,54534
Kia,2021,72015.0,Diesel,Manual,4.3,234.0,23584
Audi,2015,189106.0,Petrol,Manual,1.7,142.0,17624
Chevrolet,2014,59322.0,Petrol,Manual,4.1,242.0,10468
Mercedes-Benz,2013,158795.0,Hybrid,Manual,4.9,326.0,34601
Kia,2021,96347.0,Petrol,Automatic,3.1,241.0,21976
Nissan,2022,56541.0,Diesel,Automatic,3.5,333.0,37522
Audi,2012,127462.0,Diesel,Manual,2.1,230.0,16767
Hyundai,2015,81110.0,Diesel,Manual,4.0,341.0,21931
Kia,2022,74240.0,Hybrid,Manual,5.0,325.0,35128
Toyota,2014,195140.0,Petrol,Automatic,4.3,369.0,15111
Volkswagen,2011,211540.0,Petrol,Manual,3.7,376.0,10237
Audi,2017,115671.0,Petrol,Automatic,3.6,310.0,34771
Volkswagen,2011,332765.0,Petrol,Automatic,2.2,229.0,3500
BMW,2019,39837.0,Hybrid,Automatic,1.2,142.0,32111
Kia,2021,82026.0,Petrol,Manual,3.7,298.0,26690
Tesla,2020,103676.0,Petrol,Manual,2.5,252.0,40558
Kia,2024,44986.0,Electric,Automatic,0.0,308.0,41315
BMW,2022,22151.0,Diesel,Manual,3.3,292.0,47905
Chevrolet,2022,50384.0,Hybrid,Automatic,4.0,425.0,41500
Kia,2011,245059.0,Petrol,Automatic,4.0,368.0,4491
Tesla,2023,44591.0,Hybrid,Automatic,1.6,203.0,57328
Toyota,2017,103193.0,Petrol,Manual,5.0,381.0,30472
Nissan,2016,139150.0,Diesel,Manual,4.1,316.0,15702
Mercedes-Benz,2018,106402.0,Diesel,Automatic,4.4,421.0,52508
Tesla,2018,82334.0,Hybrid,Automatic,3.5,304.0,57339
Chevrolet,2023,52008.0,Diesel,Manual,2.2,203.0,25268
Toyota,2013,79898.0,Hybrid,Automatic,3.5,226.0,16123
Hyundai,2011,78521.0,Diesel,Manual,1.4,167.0,3500
Toyota,2021,57329.0,Petrol,Manual,3.5,199.0,23051
Toyota,2019,115420.0,Petrol,Automatic,1.8,152.0,8448
Hyundai,2024,23975.0,Petrol,Manual,3.4,250.0,33439
Audi,2016,114600.0,Hybrid,Automatic,1.5,184.0,28186
Honda,2020,66242.0,Petrol,Manual,2.3,207.0,19691
Ford,2019,111901.0,Hybrid,Manual,2.3,158.0,12618
Honda,2017,55957.0,Petrol,Manual,1.4,159.0,8791
Kia,2015,70643.0,Electric,Automatic,0.0,345.0,22162
Volkswagen,2016,72745.0,Petrol,Automatic,1.2,145.0,11108
Chevrolet,2015,128543.0,Diesel,Automatic,3.6,225.0,7643
BMW,2016,147135.0,,Automatic,2.7,171.0,25904
Chevrolet,2017,82502.0,Petrol,Automatic,4.2,355.0,30626
Honda,2014,180989.0,Diesel,Automatic,4.4,339.0,18353
Honda,2016,119752.0,Hybrid,Manual,2.8,304.0,17845
Volkswagen,2020,79208.0,Petrol,Manual,1.1,127.0,16217
Ford,2013,82229.0,,Automatic,1.8,162.0,5531
Toyota,2013,252385.0,Diesel,Manual,2.9,221.0,3500
Chevrolet,2017,141987.0,Hybrid,Manual,2.4,,14686
Mercedes-Benz,2018,119158.0,Diesel,Manual,1.1,131.0,29068
Tesla,2024,34577.0,Diesel,Manual,4.3,303.0,63678
Audi,2023,30024.0,Diesel,Manual,2.9,226.0,47500
Mercedes-Benz,2020,54693.0,Diesel,Automatic,1.3,134.0,41566
Toyota,2014,185419.0,Diesel,Manual,1.1,120.0,3500
BMW,2021,74272.0,Petrol,Automatic,1.3,129.0,28199
Ford,2015,163876.0,Electric,Automatic,0.0,418.0,23299
Honda,2022,63048.0,Hybrid,Automatic,2.1,152.0,22435
Volkswagen,2012,135049.0,Diesel,Automatic,2.4,174.0,5335
Volkswagen,2013,,Diesel,Automatic,3.1,317.0,5227
Hyundai,2016,82936.0,Hybrid,Manual,3.4,269.0,17555
Toyota,2014,87245.0,Diesel,Automatic,3.0,169.0,10930
Audi,2015,148277.0,Petrol,Automatic,4.5,360.0,36571
Volkswagen,2019,67951.0,Electric,Automatic,0.0,295.0,32480
Nissan,2014,209235.0,Diesel,Manual,4.8,374.0,13897
Chevrolet,2018,123283.0,Petrol,Automatic,2.4,198.0,10315
Ford,2024,17575.0,Hybrid,Manual,1.8,175.0,30803
Audi,2020,68720.0,Hybrid,Automatic,4.0,351.0,53730
Chevrolet,2024,39035.0,Petrol,Manual,3.5,320.0,34629
Mercedes-Benz,2022,65983.0,Petrol,Automatic,4.3,311.0,51875
Honda,2013,254600.0,Hybrid,Automatic,1.8,171.0,3500
Audi,2017,130781.0,Electric,Automatic,0.0,324.0,41441
Tesla,2020,54923.0,Petrol,Automatic,3.7,286.0,49932
Hyundai,2016,49831.0,Diesel,Manual,2.6,241.0,21582
Tesla,2016,50070.0,Diesel,Manual,4.4,389.0,59877
Nissan,2022,31809.0,Petrol,Manual,3.8,357.0,31742
Toyota,2014,42738.0,Diesel,Manual,3.7,252.0,15719
Honda,2020,52511.0,Petrol,Automatic,3.9,301.0,34854
Nissan,2023,51494.0,Petrol,Automatic,5.0,411.0,43422
Mercedes-Benz,2014,178493.0,Petrol,Automatic,2.9,220.0,23693
Volkswagen,2014,128793.0,Diesel,Manual,5.0,373.0,21755
Ford,2022,21414.0,Petrol,Automatic,2.9,198.0,21829
Ford,2019,,Hybrid,Automatic,1.2,152.0,20451
Nissan,2022,52110.0,Petrol,Manual,4.0,334.0,30014
Nissan,2013,117182.0,Petrol,Automatic,2.8,278.0,13105
Ford,2011,105254.0,Diesel,Manual,2.1,239.0,6066
Audi,2013,145257.0,Petrol,Automatic,3.0,234.0,25123
Kia,2018,59658.0,Petrol,Automatic,1.1,147.0,14801
BMW,2014,74537.0,Hybrid,Manual,1.6,167.0,22890
Tesla,2014,187725.0,Diesel,Manual,1.5,146.0,19570
Nissan,2018,75864.0,Diesel,Automatic,3.8,,21703
Hyundai,2019,26508.0,Diesel,Automatic,4.9,356.0,36551
Hyundai,2013,60344.0,Diesel,Manual,1.0,139.0,3500
Kia,2020,99741.0,Diesel,Automatic,5.0,289.0,24492
